category,bigram,count
breakfast_brunch,french toast,5
breakfast_brunch,chicken breast,4
breakfast_brunch,hand cut,4
breakfast_brunch,platter (gluten,4
breakfast_brunch,taylor street,4
breakfast_brunch,ahi tuna,3
breakfast_brunch,and cheese,3
breakfast_brunch,breast sandwich,3
breakfast_brunch,build your,3
breakfast_brunch,buttermilk pancakes,3
breakfast_brunch,caesar salad,3
breakfast_brunch,chicken sandwich,3
breakfast_brunch,french fries,3
breakfast_brunch,greek town,3
breakfast_brunch,grilled cheese,3
breakfast_brunch,kabob wrap,3
breakfast_brunch,kale salad,3
breakfast_brunch,kid's grilled,3
breakfast_brunch,low carb,3
breakfast_brunch,maxwell street,3
breakfast_brunch,peanut butter,3
breakfast_brunch,pulled pork,3
breakfast_brunch,salad (gluten,3
breakfast_brunch,steak and,3
breakfast_brunch,street burger,3
breakfast_brunch,street burrito,3
breakfast_brunch,street omelette,3
breakfast_brunch,the 18th,3
breakfast_brunch,the bridgeport,3
breakfast_brunch,the greek,3
breakfast_brunch,the low,3
breakfast_brunch,the marty,3
breakfast_brunch,the maxwell,3
breakfast_brunch,the taylor,3
breakfast_brunch,your own,3
breakfast_brunch,and eggs,2
breakfast_brunch,avocado fries,2
breakfast_brunch,bacon wrapped,2
breakfast_brunch,banyan kabob,2
breakfast_brunch,beef empanadas,2
breakfast_brunch,beef hash,2
breakfast_brunch,blackened tuna,2
breakfast_brunch,canadian bacon,2
breakfast_brunch,cauliflower salad,2
breakfast_brunch,chicken chipotle,2
breakfast_brunch,chicken fingers,2
breakfast_brunch,chicken wrap,2
vietnamese,banh mi,11
vietnamese,grilled lemongrass,8
vietnamese,ca phe,7
vietnamese,egg roll,5
vietnamese,lemongrass pork,5
vietnamese,pork chop,5
vietnamese,and egg,4
vietnamese,beef noodle,4
vietnamese,fried rice,4
vietnamese,noodle soup,4
vietnamese,on a,4
vietnamese,pho beef,4
vietnamese,pork and,4
vietnamese,pork banh,4
vietnamese,a stick,3
vietnamese,and sunny,3
vietnamese,bean jelly,3
vietnamese,chicken and,3
vietnamese,lemongrass chicken,3
vietnamese,pad thai,3
vietnamese,panang curry,3
vietnamese,phe sua,3
vietnamese,roll bowl,3
vietnamese,shrimp cake,3
vietnamese,spring roll,3
vietnamese,sunny egg,3
vietnamese,adventurer's choice,2
vietnamese,apple juice,2
vietnamese,apple salad,2
vietnamese,baby ribs,2
vietnamese,banana smoothie,2
vietnamese,bbq pork,2
vietnamese,beef short,2
vietnamese,breaded chicken,2
vietnamese,breaded pork,2
vietnamese,carrot juice,2
vietnamese,chocolate chip,2
vietnamese,choice of,2
vietnamese,chop and,2
vietnamese,crab rangoon,2
vietnamese,for the,2
vietnamese,fresh lemon,2
vietnamese,fried tofu,2
vietnamese,garlic chicken,2
vietnamese,green tea,2
vietnamese,iced tea,2
vietnamese,in the,2
vietnamese,julienne pork,2
vietnamese,lemon drink,2
vietnamese,mango in,2
delis,hot sandwich,10
delis,with fries,8
delis,cold sandwich,6
delis,sandwich with,5
delis,cajun chicken,3
delis,chicken on,3
delis,chicken salad,3
delis,chicken tenders,3
delis,italian beef,3
delis,panino di,3
delis,tenders with,3
delis,beef sandwich,2
delis,beef sub,2
delis,billy boy,2
delis,boy sandwich,2
delis,breaded steak,2
delis,buffalo chicken,2
delis,cheese fries,2
delis,cheese sandwich,2
delis,chicken parmigiana,2
delis,chicken sandwich,2
delis,chicken vesuvio,2
delis,ciabatta bread,2
delis,garden salad,2
delis,garlic bread,2
delis,grilled cheese,2
delis,homemade meatball,2
delis,italian salad,2
delis,italian sausage,2
delis,italian sub,2
delis,lb. shrimp,2
delis,meatball sandwich,2
delis,mozzarella sticks,2
delis,on ciabatta,2
delis,over linguini,2
delis,sausage sandwich,2
delis,shrimp and,2
delis,steak hot,2
delis,the billy,2
delis,& cheese,1
delis,a bun,1
delis,alfredo sauce,1
delis,alla scoglio,1
delis,american sub,1
delis,and alfredo,1
delis,and broccoli,1
delis,and eggs,1
delis,and peppers,1
delis,and sausage,1
delis,antipasta salad,1
grocery,& cheese,1
grocery,boxed lunches,1
grocery,caesar salad,1
grocery,cheese platters,1
grocery,chicken salad,1
grocery,chicken sandwich,1
grocery,garden salad,1
grocery,greek salad,1
grocery,hot dog,1
grocery,meat &,1
grocery,rye bread,1
grocery,sandwich platters,1
grocery,specialty salad,1
grocery,tuna salad,1
grocery,tuna sandwich,1
grocery,veggie sandwich,1
grocery,wheat bread,1
grocery,wheat roll,1
grocery,white roll,1
taiwanese,milk tea,29
taiwanese,combo set,25
taiwanese,noodle soup,24
taiwanese,chicken with,22
taiwanese,fish fillet,22
taiwanese,beef with,21
taiwanese,pork chop,19
taiwanese,in black,14
taiwanese,fillet with,13
taiwanese,and sour,12
taiwanese,bean sauce,12
taiwanese,beef tenderloin,12
taiwanese,black bean,12
taiwanese,fried rice,12
taiwanese,in spicy,12
taiwanese,sauce combo,12
taiwanese,shrimp with,12
taiwanese,stir fried,12
taiwanese,black tea,11
taiwanese,and pepper,10
taiwanese,and veggie,10
taiwanese,bowl with,10
taiwanese,chop with,10
taiwanese,salt and,10
taiwanese,fatty beef,9
taiwanese,rice box,9
taiwanese,with chinese,9
taiwanese,xo sauce,9
taiwanese,black pepper,8
taiwanese,crispy fried,8
taiwanese,deep fried,8
taiwanese,ground pork,8
taiwanese,pepper and,8
taiwanese,pepper sauce,8
taiwanese,tea with,8
taiwanese,teriyaki sauce,8
taiwanese,with assorted,8
taiwanese,with enoki,8
taiwanese,assorted mushrooms,7
taiwanese,braised pork,7
taiwanese,green tea,7
taiwanese,mayonnaise sauce,7
taiwanese,over rice,7
taiwanese,pork neck,7
taiwanese,beef noodle,6
taiwanese,crispy deep,6
taiwanese,curry sauce,6
taiwanese,enoki mushroom,6
taiwanese,fried squid,6
taiwanese,minced pork,6
shavedice,milk tea,23
shavedice,noodle soup,11
shavedice,rice box,9
shavedice,braised pork,7
shavedice,over rice,7
shavedice,black tea,6
shavedice,egg waffle,5
shavedice,green tea,5
shavedice,pork over,5
shavedice,spicy beef,5
shavedice,winter melon,5
shavedice,beef noodle,4
shavedice,oolong tea,4
shavedice,tea mousse,4
shavedice,bowl of,3
shavedice,green milk,3
shavedice,ground pork,3
shavedice,noodle with,3
shavedice,passion fruit,3
shavedice,peach oolong,3
shavedice,shredded chicken,3
shavedice,square q,3
shavedice,stir fried,3
shavedice,tea latte,3
shavedice,tea with,3
shavedice,tendon noodle,3
shavedice,aiyu jelly,2
shavedice,and pepper,2
shavedice,and pork,2
shavedice,and tendon,2
shavedice,basil fried,2
shavedice,bbq pork,2
shavedice,bean curd,2
shavedice,beef and,2
shavedice,belly rice,2
shavedice,black forest,2
shavedice,braised chicken,2
shavedice,chicken leg,2
shavedice,chicken over,2
shavedice,chicken with,2
shavedice,chili sauce,2
shavedice,chocolate milk,2
shavedice,cold noodle,2
shavedice,crispy bbq,2
shavedice,crispy spiced,2
shavedice,ear with,2
shavedice,fried rice,2
shavedice,grass jelly,2
shavedice,homemade potstickers,2
shavedice,in thick,2
panasian,fresh fruit,46
panasian,milk tea,35
panasian,fruit freeze,33
panasian,flavored tea,25
panasian,and lychee,14
panasian,fried rice,14
panasian,green milk,14
panasian,jelly freeze,14
panasian,tapioca and,14
panasian,lychee jelly,13
panasian,black milk,12
panasian,green flavored,12
panasian,black flavored,11
panasian,freeze with,11
panasian,fruit topping,11
panasian,mini pearl,11
panasian,noodle soup,11
panasian,over rice,11
panasian,pearl freeze,11
panasian,with fresh,11
panasian,bowl rice,9
panasian,stone bowl,9
panasian,coconut green,8
panasian,lemon grass,8
panasian,tapioca freeze,7
panasian,green tapioca,6
panasian,berry freeze,5
panasian,hot plate,5
panasian,red bean,5
panasian,sea eel,5
panasian,shrimp fried,5
panasian,baked rice,4
panasian,bean coconut,4
panasian,beef cubes,4
panasian,chinese broccoli,4
panasian,fruit fresh,4
panasian,honey dew,4
panasian,korean spicy,4
panasian,kung pao,4
panasian,red curry,4
panasian,shrimp &,4
panasian,strawberry fresh,4
panasian,string bean,4
panasian,thai red,4
panasian,thai spicy,4
panasian,winter melon,4
panasian,& pork,3
panasian,& sour,3
panasian,chicken fried,3
panasian,chicken with,3
burgers,burger combo,14
burgers,with fries,11
burgers,cheese slider,8
burgers,chicken sandwich,7
burgers,chicken tenders,6
burgers,sandwich with,6
burgers,slider combo,6
burgers,grilled cheese,5
burgers,potato stick,5
burgers,spiral potato,5
burgers,breakfast toast,4
burgers,buffalo chicken,4
burgers,cheese fries,4
burgers,classic burger,4
burgers,crave case®,4
burgers,french fries,4
burgers,grilled chicken,4
burgers,on a,4
burgers,onion rings,4
burgers,slider crave,4
burgers,wings combo,4
burgers,a stick,3
burgers,ahi tuna,3
burgers,and cheese,3
burgers,beef sandwich,3
burgers,belgian waffle,3
burgers,best veggie,3
burgers,build your,3
burgers,cajun chicken,3
burgers,cheese pizza,3
burgers,cheese sandwich,3
burgers,chicken on,3
burgers,chicken wings,3
burgers,corned beef,3
burgers,cut fries,3
burgers,double cheeseburger,3
burgers,egg and,3
burgers,italian beef,3
burgers,meatball sandwich,3
burgers,mozzarella sticks,3
burgers,sausage sandwich,3
burgers,small french,3
burgers,soft drink,3
burgers,soft drinks,3
burgers,swiss butterburger,3
burgers,tenders with,3
burgers,two breakfast,3
burgers,veggie burger,3
burgers,your own,3
burgers,& swiss,2
mexican,a la,23
mexican,side of,23
mexican,ground beef,20
mexican,taco dinner,19
mexican,de camaron,10
mexican,grilled veggie,10
mexican,mexican sausage,10
mexican,vegan grilled,10
mexican,al mojo,9
mexican,la mexicana,9
mexican,mojo de,9
mexican,skirt steak,9
mexican,burrito suizo,8
mexican,de ajo,8
mexican,vegan chorizo,8
mexican,vegan ground,8
mexican,al pastor,7
mexican,con chorizo,7
mexican,de pollo,7
mexican,huevos con,7
mexican,chicken breast,6
mexican,de gallo,6
mexican,fajitas de,6
mexican,or sausage,6
mexican,pico de,6
mexican,small side,6
mexican,sour cream,6
mexican,vegan cheese,6
mexican,avocado taco,5
mexican,bacon, or,5
mexican,beef burrito,5
mexican,beef stew,5
mexican,camarones al,5
mexican,carne asada,5
mexican,chiles rellenos,5
mexican,en salsa,5
mexican,grilled chicken,5
mexican,pork stew,5
mexican,queso fundido,5
mexican,spiced pork,5
mexican,steak and,5
mexican,taco salad,5
mexican,burrito dinner,4
mexican,chicken soup,4
mexican,chips and,4
mexican,chorizo taco,4
mexican,de pescado,4
mexican,egg taco,4
mexican,filete de,4
mexican,la diabla,4
tapasmallplates,a la,5
tapasmallplates,la plancha,4
tapasmallplates,tarta de,4
tapasmallplates,de pollo,3
tapasmallplates,in hot,3
tapasmallplates,cake with,2
tapasmallplates,cazuelita de,2
tapasmallplates,de buey,2
tapasmallplates,de chocolate,2
tapasmallplates,hot pot,2
tapasmallplates,iced water,2
tapasmallplates,mixed vegetables,2
tapasmallplates,pincho de,2
tapasmallplates,pork feet,2
tapasmallplates,tostada con,2
tapasmallplates,water cake,2
tapasmallplates,aceitunas aliñadas,1
tapasmallplates,al ajillo,1
tapasmallplates,al albariño,1
tapasmallplates,al curry,1
tapasmallplates,al pastor,1
tapasmallplates,alcachofas marinada,1
tapasmallplates,alubias negras,1
tapasmallplates,and dried,1
tapasmallplates,and pork,1
tapasmallplates,and proteins,1
tapasmallplates,and spicy,1
tapasmallplates,banana foster,1
tapasmallplates,bean curd,1
tapasmallplates,bell dumplings,1
tapasmallplates,berenjena con,1
tapasmallplates,brown sugar,1
tapasmallplates,calamares a,1
tapasmallplates,calamares en,1
tapasmallplates,caldero madrileño,1
tapasmallplates,champiñones rellenos,1
tapasmallplates,chicken feet,1
tapasmallplates,chicken gizzards,1
tapasmallplates,chicken leg,1
tapasmallplates,chinese sausages,1
tapasmallplates,chocolate heaven,1
tapasmallplates,chocolate y,1
tapasmallplates,chorizo y,1
tapasmallplates,coconut milk,1
tapasmallplates,con alioli,1
tapasmallplates,con berenjena,1
tapasmallplates,con centollo,1
tapasmallplates,con chocolate,1
tapasmallplates,con helado,1
tapasmallplates,con mousse,1
juicebars,beef with,23
juicebars,brown sauce,18
juicebars,fried rice,18
juicebars,pork with,16
juicebars,and sour,15
juicebars,egg foo,15
juicebars,foo young,15
juicebars,shrimp with,15
juicebars,chicken with,14
juicebars,sweet and,13
juicebars,with brown,13
juicebars,lo mein,12
juicebars,party tray,11
juicebars,fish with,8
juicebars,with pepper,8
juicebars,chow mein,7
juicebars,egg roll,7
juicebars,soup noodle,7
juicebars,stewed pork,7
juicebars,stir-fried pork,7
juicebars,entrees party,6
juicebars,fillet with,6
juicebars,fish fillet,6
juicebars,home style,6
juicebars,pork dumpling,6
juicebars,shredded pork,6
juicebars,stewed beef,6
juicebars,with broccoli,6
juicebars,with sweet,6
juicebars,and pork,5
juicebars,cumin flavor,5
juicebars,fried fish,5
juicebars,fried shrimp,5
juicebars,garlic sauce,5
juicebars,noodle soup,5
juicebars,sliced potato,5
juicebars,sour sauce,5
juicebars,spicy sauce,5
juicebars,stir -fried,5
juicebars,stir-fried beef,5
juicebars,with black,5
juicebars,with cashew,5
juicebars,with garlic,5
juicebars,with soup,5
juicebars,with spicy,5
juicebars,bbq pork,4
juicebars,bean curd,4
juicebars,eggplant with,4
juicebars,hot and,4
juicebars,in brown,4
thai,fried rice,22
thai,party tray,10
thai,bbq pork,8
thai,crab rangoon,7
thai,egg foo,7
thai,foo young,7
thai,side of,6
thai,egg rolls,5
thai,noodle soup,5
thai,pad thai,5
thai,panang curry,5
thai,peanut sauce,5
thai,pla dook,5
thai,chop suey,4
thai,entree party,4
thai,kung po,4
thai,mixed vegetables,4
thai,pad ped,4
thai,pot stickers,4
thai,shrimp fried,4
thai,shrimp with,4
thai,thai iced,4
thai,vegetable egg,4
thai,with mixed,4
thai,and sour,3
thai,brown rice,3
thai,chicken fried,3
thai,chicken party,3
thai,chicken plate,3
thai,egg roll,3
thai,fried tofu,3
thai,garlic sauce,3
thai,general tso's,3
thai,hot and,3
thai,iced coffee,3
thai,iced tea,3
thai,jumbo shrimp,3
thai,kra praow,3
thai,lard nar,3
thai,orange chicken,3
thai,pad kra,3
thai,pad prik,3
thai,seafood combination,3
thai,sesame chicken,3
thai,shrimp egg,3
thai,spring rolls,3
thai,tom yum,3
thai,with garlic,3
thai,woon sen,3
thai,bami pad,2
senegalese,lunch special,6
senegalese,yassa chicken,3
senegalese,yassa fish,3
senegalese,curry with,2
senegalese,dibi chicken,2
senegalese,fish fillet,2
senegalese,house thiebaut,2
senegalese,lamb lunch,2
senegalese,saka saka,2
senegalese,thiou curry,2
senegalese,yassa lamb,2
senegalese,(from ivory,1
senegalese,and lamb,1
senegalese,and pineapple,1
senegalese,and shrimp,1
senegalese,and tomatoes,1
senegalese,bissap (sorrel),1
senegalese,bottled water,1
senegalese,brochette chicken,1
senegalese,cabbage with,1
senegalese,caramel cake,1
senegalese,chicken (10,1
senegalese,chicken (5,1
senegalese,chicken and,1
senegalese,chicken lunch,1
senegalese,coconut beverage,1
senegalese,dibi lamb,1
senegalese,fillet and,1
senegalese,fillet lunch,1
senegalese,french fries,1
senegalese,fried plantain,1
senegalese,ga naar,1
senegalese,graine (from,1
senegalese,grilled fish,1
senegalese,honeydew and,1
senegalese,ivory coast),1
senegalese,jollof rice,1
senegalese,lettuce and,1
senegalese,mango beverage,1
senegalese,pcs) lunch,1
senegalese,pineapple beverage,1
senegalese,plantain fufu,1
senegalese,sauce graine,1
senegalese,shrimp lunch,1
senegalese,soda (pop),1
senegalese,steamed cabbage,1
senegalese,thiebaut ga,1
senegalese,thiebaut jun,1
senegalese,veggie meal,1
senegalese,white rice,1
spanish,a la,5
spanish,la plancha,4
spanish,tarta de,4
spanish,de pollo,3
spanish,cazuelita de,2
spanish,de buey,2
spanish,de chocolate,2
spanish,pincho de,2
spanish,tostada con,2
spanish,aceitunas aliñadas,1
spanish,al ajillo,1
spanish,al albariño,1
spanish,al curry,1
spanish,al pastor,1
spanish,alcachofas marinada,1
spanish,alubias negras,1
spanish,banana foster,1
spanish,berenjena con,1
spanish,calamares a,1
spanish,calamares en,1
spanish,caldero madrileño,1
spanish,champiñones rellenos,1
spanish,chocolate heaven,1
spanish,chocolate y,1
spanish,chorizo y,1
spanish,con alioli,1
spanish,con berenjena,1
spanish,con centollo,1
spanish,con chocolate,1
spanish,con helado,1
spanish,con mousse,1
spanish,con pato,1
spanish,con queso,1
spanish,con salsa,1
spanish,con setas,1
spanish,con tocino,1
spanish,cordero al,1
spanish,crema con,1
spanish,crepe rellena,1
spanish,croquetas de,1
spanish,de alubias,1
spanish,de cabra,1
spanish,de calabaza,1
spanish,de hortalisas,1
spanish,de jamon,1
spanish,de mariscos,1
spanish,de pacanas,1
spanish,de pera,1
spanish,de solomillo,1
spanish,del dia,1
venues,cheese pizza,6
venues,italian beef,6
venues,a la,5
venues,beef and,5
venues,italian meat,5
venues,meat loverz,5
venues,and giardinara,4
venues,bbq chicken,4
venues,la plancha,4
venues,large italian,4
venues,loverz pizza,4
venues,margherita pizza,4
venues,special pizza,4
venues,super pizza,4
venues,tarta de,4
venues,veggie pizza,4
venues,chicken pizza,3
venues,de pollo,3
venues,giardinara pizza,3
venues,cazuelita de,2
venues,chicken parmesan,2
venues,de buey,2
venues,de chocolate,2
venues,eggplant parmesan,2
venues,large margherita,2
venues,large special,2
venues,large super,2
venues,large veggie,2
venues,pan cheese,2
venues,parmesan sandwich,2
venues,pincho de,2
venues,sicilian italian,2
venues,side of,2
venues,small italian,2
venues,tostada con,2
venues,aceitunas aliñadas,1
venues,al ajillo,1
venues,al albariño,1
venues,al curry,1
venues,al pastor,1
venues,alcachofas marinada,1
venues,alla connie's,1
venues,alubias negras,1
venues,and giardiniera,1
venues,and peppers,1
venues,antipasto salad,1
venues,banana foster,1
venues,beef sandwich,1
venues,berenjena con,1
venues,bottle water,1
bars,crust pizza,12
bars,thin crust,11
bars,deep dish,9
bars,dish pizza,8
bars,nova pizza,7
bars,(does not,5
bars,include chips),5
bars,not include,5
bars,side of,5
bars,cheese and,4
bars,novo pizza,4
bars,special deep,4
bars,special thin,4
bars,and sausage,3
bars,caesar salad,3
bars,chicken parmesan,3
bars,chopped salad,3
bars,grilled chicken,3
bars,house salad,3
bars,italian sausage,3
bars,kid's grilled,3
bars,peanut butter,3
bars,(catering) chips,2
bars,and cheese,2
bars,and olive,2
bars,and pepperoni,2
bars,antique taco,2
bars,avocado fries,2
bars,beef empanadas,2
bars,blue hill,2
bars,brickhouse special,2
bars,cauliflower salad,2
bars,cheese ravioli,2
bars,chicken fingers,2
bars,chicken sandwich,2
bars,chicken wings,2
bars,chips and,2
bars,chocolate chip,2
bars,elmwood park,2
bars,fettuccine alfredo,2
bars,fried calamari,2
bars,garlic and,2
bars,garlic bread,2
bars,ground beef,2
bars,homemade meatball,2
bars,homemade ravioli,2
bars,japanese uni,2
bars,john's hawaiian,2
bars,kale salad,2
bars,mac and,2
tacos,(does not,5
tacos,include chips),5
tacos,not include,5
tacos,(catering) chips,2
tacos,antique taco,2
tacos,chips and,2
tacos,taco salad,2
tacos,(catering) 10,1
tacos,(catering) antique,1
tacos,(catering) habanero,1
tacos,(catering) just,1
tacos,(catering) roasted,1
tacos,agua fresca,1
tacos,and guacamole,1
tacos,and poblano,1
tacos,and salsa,1
tacos,and spicy,1
tacos,bottled drinks,1
tacos,carnita taco,1
tacos,cheesy quesadillas,1
tacos,chicken burrito,1
tacos,chicken taco,1
tacos,chili (does,1
tacos,chorizo chili,1
tacos,creamed elote,1
tacos,crispy fish,1
tacos,crunchy taco,1
tacos,dip (does,1
tacos,elote (does,1
tacos,fish taco,1
tacos,fried chicken,1
tacos,garlic shrimp,1
tacos,grilled steak,1
tacos,guac (does,1
tacos,habanero hot,1
tacos,horchata coffee,1
tacos,horchata milkshake,1
tacos,hot sauce,1
tacos,just chips,1
tacos,kids single,1
tacos,poblano taco,1
tacos,pork carnita,1
tacos,potato and,1
tacos,queso dip,1
tacos,roasted salsa,1
tacos,salad (kale),1
tacos,salsa (does,1
tacos,shrimp taco,1
tacos,single taco,1
tacos,special: crunchy,1
icecream,chicken tenders,3
icecream,swiss butterburger,3
icecream,& swiss,2
icecream,atlantic cod,2
icecream,bacon deluxe,2
icecream,beef pot,2
icecream,chicken sandwich,2
icecream,chocolate milk,2
icecream,crinkle cut,2
icecream,cut fries,2
icecream,fresh frozen,2
icecream,frozen custard,2
icecream,garden fresco,2
icecream,mushroom &,2
icecream,north atlantic,2
icecream,of fresh,2
icecream,pc. chicken,2
icecream,pot roast,2
icecream,single butterburger,2
icecream,single culver’s,2
icecream,tea or,2
icecream,the culver’s,2
icecream,the single,2
icecream,“the original”,2
icecream,& gravy,1
icecream,and 2,1
icecream,and drink,1
icecream,bacon bleu,1
icecream,banana split,1
icecream,beer floats,1
icecream,cake cone,1
icecream,caramel cashew,1
icecream,cheddar butterburger,1
icecream,cheddar frie,1
icecream,cheddar or,1
icecream,cheese curds,1
icecream,chicken cashew,1
icecream,chili cheddar,1
icecream,chocolate or,1
icecream,chocolate syrup,1
icecream,choice of,1
icecream,chopped stea,1
icecream,classic drinks,1
icecream,classic side,1
icecream,classic sides,1
icecream,cod filet,1
icecream,concrete mixers,1
icecream,cone or,1
icecream,corn dog,1
icecream,cranberry bacon,1
hotdogs,cheese slider,8
hotdogs,piece chicken,8
hotdogs,slider combo,6
hotdogs,and cheese,4
hotdogs,breakfast toast,4
hotdogs,crave case®,4
hotdogs,slider crave,4
hotdogs,a stick,3
hotdogs,chicken breast,3
hotdogs,chicken tenders,3
hotdogs,egg and,3
hotdogs,french fries,3
hotdogs,on a,3
hotdogs,onion rings,3
hotdogs,piece dinner,3
hotdogs,piece tenders,3
hotdogs,small french,3
hotdogs,swiss butterburger,3
hotdogs,tenders dinner,3
hotdogs,two breakfast,3
hotdogs,& swiss,2
hotdogs,and 2,2
hotdogs,atlantic cod,2
hotdogs,bacon deluxe,2
hotdogs,beef pot,2
hotdogs,belgian waffle,2
hotdogs,bottled water,2
hotdogs,breakfast slider,2
hotdogs,breast slider,2
hotdogs,cajun fish,2
hotdogs,cheese and,2
hotdogs,chicken ring,2
hotdogs,chicken rings,2
hotdogs,chicken sandwich,2
hotdogs,chicken slider,2
hotdogs,chocolate milk,2
hotdogs,crinkle cut,2
hotdogs,crispy chicken,2
hotdogs,cut fries,2
hotdogs,double cheese,2
hotdogs,fish slider,2
hotdogs,fresh frozen,2
hotdogs,frozen custard,2
hotdogs,garden fresco,2
hotdogs,green beans,2
hotdogs,grilled chicken,2
hotdogs,hot tea,2
hotdogs,jalapeno cheese,2
hotdogs,lb popcorn,2
hotdogs,mashed potatoes,2
theater,big caesar..........serves,1
theater,bill” thompson,1
theater,black jacks..........serves-2..........$5.95,1
theater,black jacks..........serves-4..........$9.95,1
theater,caesar..........serves 8-10..........$17.95,1
theater,call me,1
theater,da appetizers,1
theater,da hooch,1
theater,dinners include:,1
theater,don’t call,1
theater,double black,1
theater,drink list,1
theater,frankie’s feast,1
theater,hooch (alcohol),1
theater,jim” colosimo,1
theater,little caesar..........serves-3-4.........$11.95,1
theater,little tramp,1
theater,martini list,1
theater,me chicken,1
theater,specialty drink,1
theater,the kingpin,1
theater,tramp shrimp..........serves-2..........$8.95,1
theater,wine list,1
theater,“big bill”,1
theater,“big jim”,1
tradamerican,caesar salad,8
tradamerican,chicken breast,8
tradamerican,french toast,8
tradamerican,and cheese,7
tradamerican,beef sandwich,6
tradamerican,chicken salad,6
tradamerican,ham and,6
tradamerican,& seniors,4
tradamerican,and bacon,4
tradamerican,blt sandwich,4
tradamerican,cheese omelet,4
tradamerican,cheese sandwich,4
tradamerican,dinner portion,4
tradamerican,italian beef,4
tradamerican,kid's &,4
tradamerican,pork chop,4
tradamerican,pulled pork,4
tradamerican,scoop of,4
tradamerican,skirt steak,4
tradamerican,stir fry,4
tradamerican,tuna salad,4
tradamerican,bacon and,3
tradamerican,broiled chicken,3
tradamerican,buffalo chicken,3
tradamerican,build your,3
tradamerican,cheese burger,3
tradamerican,chef luciano’s,3
tradamerican,chicken sandwich,3
tradamerican,chocolate chip,3
tradamerican,cinnamon apple,3
tradamerican,corned beef,3
tradamerican,cottage cheese,3
tradamerican,dinner salad,3
tradamerican,greek salad,3
tradamerican,grilled cheese,3
tradamerican,grilled chicken,3
tradamerican,hot dog,3
tradamerican,ice cream,3
tradamerican,italian salad,3
tradamerican,meat lovers,3
tradamerican,new york,3
tradamerican,onion rings,3
tradamerican,red velvet,3
tradamerican,root beer,3
tradamerican,salad sandwich,3
tradamerican,side of,3
tradamerican,steak sandwich,3
tradamerican,tacos tacos,3
tradamerican,turkey sandwich,3
tradamerican,veggie burger,3
comedyclubs,big caesar..........serves,1
comedyclubs,bill” thompson,1
comedyclubs,black jacks..........serves-2..........$5.95,1
comedyclubs,black jacks..........serves-4..........$9.95,1
comedyclubs,caesar..........serves 8-10..........$17.95,1
comedyclubs,call me,1
comedyclubs,da appetizers,1
comedyclubs,da hooch,1
comedyclubs,dinners include:,1
comedyclubs,don’t call,1
comedyclubs,double black,1
comedyclubs,drink list,1
comedyclubs,frankie’s feast,1
comedyclubs,hooch (alcohol),1
comedyclubs,jim” colosimo,1
comedyclubs,little caesar..........serves-3-4.........$11.95,1
comedyclubs,little tramp,1
comedyclubs,martini list,1
comedyclubs,me chicken,1
comedyclubs,specialty drink,1
comedyclubs,the kingpin,1
comedyclubs,tramp shrimp..........serves-2..........$8.95,1
comedyclubs,wine list,1
comedyclubs,“big bill”,1
comedyclubs,“big jim”,1
desserts,& cheese,2
desserts,mac &,2
desserts,& onion,1
desserts,all turf,1
desserts,amish chicken,1
desserts,arugula salad,1
desserts,au poivre,1
desserts,baby iceberg,1
desserts,baby octopus,1
desserts,baked potato,1
desserts,berkshire pork,1
desserts,bone-in rib,1
desserts,bordelaise sauce,1
desserts,braised short,1
desserts,brick amish,1
desserts,brussels sprouts,1
desserts,béarnaise sauce,1
desserts,can surf,1
desserts,cfh burger,1
desserts,cfh filet,1
desserts,chateaubriand for,1
desserts,chilled oysters,1
desserts,classic jumbo,1
desserts,crab cakes,1
desserts,crab oscar,1
desserts,creamed spinach,1
desserts,crème fraîche,1
desserts,de jonghe,1
desserts,dover sole,1
desserts,faroe island,1
desserts,filet flight,1
desserts,filet mignon,1
desserts,filet oscar,1
desserts,for two,1
desserts,fraîche horseradish,1
desserts,french fries,1
desserts,fried calamari,1
desserts,garlic whipped,1
desserts,grilled baby,1
desserts,grilled jumbo,1
desserts,grilled skirt,1
desserts,half shell,1
desserts,horseradish sauce,1
desserts,iceberg wedge,1
desserts,island salmon,1
desserts,jumbo asparagus,1
desserts,jumbo shrimp,1
desserts,lamb lollipops,1
desserts,lobster bisque,1
desserts,lobster mac,1
newamerican,grilled chicken,10
newamerican,chicken breast,8
newamerican,french toast,8
newamerican,or sausage,8
newamerican,bacon, or,5
newamerican,caesar salad,5
newamerican,chicken sandwich,5
newamerican,steak and,5
newamerican,with fries,5
newamerican,and egg,4
newamerican,buttermilk pancakes,4
newamerican,cream cheese,4
newamerican,english muffin,4
newamerican,french fries,4
newamerican,maxwell street,4
newamerican,sausage served,4
newamerican,served with,4
newamerican,and cheese,3
newamerican,bacon or,3
newamerican,bbq chicken,3
newamerican,beef hash,3
newamerican,breast sandwich,3
newamerican,buffalo chicken,3
newamerican,cheese pizza,3
newamerican,chicken caesar,3
newamerican,chicken wings,3
newamerican,eye steak,3
newamerican,greek town,3
newamerican,ham and,3
newamerican,hand cut,3
newamerican,italian beef,3
newamerican,italian sausage,3
newamerican,kid's grilled,3
newamerican,low carb,3
newamerican,peanut butter,3
newamerican,quarter pounder,3
newamerican,rib eye,3
newamerican,street burger,3
newamerican,street burrito,3
newamerican,street omelette,3
